name,kind,lat,lon,province/city
An Vista,hotel,12.2274131,109.1985203,Nha Trang
Mishelia,hotel,12.2533014,109.1955228,Nha Trang
Galiot,hotel,12.236036,109.1943683,Nha Trang
An Hoa,hotel,12.2354354,109.196521,Nha Trang
Backpack,hostel,12.2375915,109.1947998,Nha Trang
Dung Trinh,hotel,12.23452,109.1950923,Nha Trang
100 Eggs Mud Bath,theme_park,12.1873048,109.1610564,Nha Trang
nhà trọ,motel,12.2675702,109.1706548,Nha Trang
An Vista,hotel,12.2272683,109.1982608,Nha Trang
Modjzo Inn,hostel,12.2336572,109.1942658,Nha Trang
Phuong Dong,hotel,12.2332244,109.1947606,Nha Trang
Adam Viet Nam,hotel,12.2343168,109.1953991,Nha Trang
Truong Giang,hotel,12.2322518,109.195437,Nha Trang
Olympic Hotel,hotel,12.2549609,109.1936301,Nha Trang
Museum,museum,12.218199,109.1919055,Nha Trang
Monkey Island,attraction,12.3597651,109.2136043,Nha Trang
Phuong Dong,hotel,12.2344536,109.1946554,Nha Trang
Bãi dài nha trang,artwork,12.1158777,109.1950611,Nha Trang
vetnam,hotel,12.240089,109.1947824,Nha Trang
Pha Le Xanh 1,hotel,12.2453836,109.189674,Nha Trang
Blue Sea Hotel 3,hotel,12.2971961,109.2197615,Nha Trang
Tabalo,hostel,12.2366983,109.1929502,Nha Trang
VU QUY 1 (**),hotel,12.2193197,109.2042728,Nha Trang
Resort Ngọc Sương,hotel,11.8645035,109.1776526,Nha Trang
Đảo Hoa Vàng,hotel,11.8498094,109.1801457,Nha Trang
Sao Biển,hotel,11.8600655,109.1721371,Nha Trang
Bịp Sơn.,camp_site,12.7115092,109.2956674,Nha Trang
thu hien hotel,hotel,12.2272308,109.1986506,Nha Trang
Hoang Son,hotel,12.2316046,109.19754,Nha Trang
Thanh Thao,hotel,12.2315722,109.197376,Nha Trang
Nha Ngi,guest_house,12.2358413,109.1948435,Nha Trang
Dong Hai Hotel,hotel,12.2362747,109.1943293,Nha Trang
Trúc Linh,hotel,12.2362387,109.1953684,Nha Trang
Lengend sea 蓝泽,hotel,12.235496,109.19564,Nha Trang
Ks Rosaka 罗莎卡,hotel,12.233964,109.19476,Nha Trang
Ks Star City 城市星星,hotel,12.233859,109.1974136,Nha Trang
Ks Sunniva,hotel,12.2527664,109.192923,Nha Trang
Abode,hostel,12.2357238,109.1943486,Nha Trang
Công Viên KDT Vĩnh Điềm Trung A,,12.2560517,109.1686741,Nha Trang
"Cảng ngồi tàu ra điệp sơn vạn giã, vạn ninh, khánh hòa",artwork,12.6891195,109.2227538,Nha Trang
Vinh Hy resort,hotel,11.7218826,109.1966075,Nha Trang
Lucky Star,hotel,12.2273757,109.1990149,Nha Trang
nha phien,alpine_hut,11.9200143,109.1525161,Nha Trang
vietgrand,hotel,12.2349086,109.1965434,Nha Trang
i-Resort,hotel,12.2714042,109.1740398,Nha Trang
Nhà Anh Lâm,guest_house,12.5035777,109.0754071,Nha Trang
Thủy Tiên,artwork,12.5753199,109.4300286,Nha Trang
Nha a 2,guest_house,12.2427918,109.0673432,Nha Trang
3 Island,attraction,12.1847166,109.2761444,Nha Trang
Nha Nghi $,guest_house,11.9157384,109.1542561,Nha Trang
Nha Nhagi $,guest_house,12.1877916,109.1699197,Nha Trang
Phuong Nhung,hotel,12.2413807,109.1917684,Nha Trang
Bào Tàng Alexandre Yersin,museum,12.2509188,109.1961726,Nha Trang
Nhà Ngoại TT,artwork,11.6082949,109.0350791,Nha Trang
Papa Village,hostel,12.2565189,109.1424387,Nha Trang
Lam Thai 38,hotel,12.2187703,109.1971203,Nha Trang
Thien Chau,hotel,12.2331443,109.1948087,Nha Trang
GAS station,museum,12.3348219,109.1946277,Nha Trang
779,motel,12.4286047,109.130907,Nha Trang
Huang Son,motel,12.4819026,109.1315359,Nha Trang
Ninh Noah,motel,12.4705353,109.1249306,Nha Trang
Tan Tien,motel,11.9535832,109.1852349,Nha Trang
My Ahn,motel,11.951538,109.1837662,Nha Trang
Xon Hoi,hotel,11.9465931,109.1814286,Nha Trang
Anh Tu Camping,camp_site,11.8551964,109.1794075,Nha Trang
Nha Nghi Khánh Vân,guest_house,12.6779063,109.2142991,Nha Trang
Den Long Đỗ,hotel,12.250714,109.1886086,Nha Trang
Hotel Hong Hac,hotel,12.2440695,109.193967,Nha Trang
Núi Chư M'ta,peak,12.6901097,108.7573291,Nha Trang
Núi Chư Bon Giang,peak,12.3968817,108.7565597,Nha Trang
ubnd xã sông cầu,castle,12.2782437,108.9445057,Nha Trang
Núi Tà Lương,peak,11.9191871,109.0755685,Nha Trang
Hòn Rồng,peak,11.9569264,109.1281579,Nha Trang
Hòn Chùa,peak,12.3094005,109.1312636,Nha Trang
Hòn Lớn,peak,12.2048283,109.3156354,Nha Trang
Hòn Tre,peak,12.2091087,109.2814695,Nha Trang
Núi Chúa,peak,11.7280198,109.1256697,Nha Trang
Núi Hao Chu Hy,peak,11.7847151,108.9899486,Nha Trang
Nha trang Paradise,hotel,12.2395787,109.1926037,Nha Trang
Son and Daughter,hotel,12.2349016,109.1941823,Nha Trang
Hòn Bà,peak,11.6969256,109.0904203,Nha Trang
Vịnh Vĩnh Hy,bay,11.7164989,109.2019756,Nha Trang
Hòn Vàng,peak,11.8446001,108.7485847,Nha Trang
Vinpearl Nha Trang Bay Resort & Villas,hotel,12.2256253,109.2371427,Nha Trang
Phát Minh,hotel,11.9157015,109.1496657,Nha Trang
Tượng đài liệt sĩ 16/7,monument,12.5051367,109.141021,Nha Trang
Ninhvana,hostel,12.3895689,109.3091461,Nha Trang
S:House (S House),hostel,12.278474,109.1992399,Nha Trang
Hòn Chồng,museum,12.2719555,109.2059818,Nha Trang
Venue,hotel,12.2374808,109.1961789,Nha Trang
Thien thanh 32 pham van dong,hotel,12.2806915,109.2024419,Nha Trang
Bavico ngo quyen,hotel,12.2566195,109.1947117,Nha Trang
Hai san bịnh dan 66 tran phu,guest_house,12.2351781,109.1971485,Nha Trang
Isena,hotel,12.2431944,109.1931392,Nha Trang
Yellow Sea Hotel,hotel,12.218668,109.20344,Nha Trang
Dong duong 14 hung vuong,hotel,12.2402111,109.1949361,Nha Trang
Thap ba spa,artwork,12.2702547,109.1775329,Nha Trang
Hotel,hotel,12.2455409,109.1943163,Nha Trang
Lam my 96 trần phú,hotel,12.2289295,109.1990786,Nha Trang
Sông hồng nha trang 98b trần phú,hotel,12.2265818,109.2002171,Nha Trang
Nhà nghỉ thái nguyên 18d yết kiêu,motel,12.2509041,109.18929,Nha Trang
Bãi Rạng - Hòn Ghềnh,attraction,12.6509905,109.4581213,Nha Trang
Bãi Na,attraction,12.6399689,109.4344175,Nha Trang
ĐƯỜNG TUỆ TĨNH,monument,12.2318816,109.1979503,Nha Trang
ĐƯỜNG LÊ THÁNH TÔN,monument,12.2417879,109.1954654,Nha Trang
Trần Quang Khãi,monument,12.2336687,109.1974267,Nha Trang
ĐƯỜNG HÙNG VƯƠNG,monument,12.2406114,109.1948765,Nha Trang
Đường Quân Trấn,monument,12.234861,109.1962335,Nha Trang
Đường Biệt Thự,monument,12.2359845,109.1970002,Nha Trang
Đường Quân trấn,monument,12.2343215,109.1956564,Nha Trang
Đường Hùng Vương,monument,12.2345342,109.1958207,Nha Trang
ĐƯỜNG NGUYỄN THIỆN THUẬT,monument,12.2404833,109.193398,Nha Trang
BPackers Hostel,hostel,12.238954,109.1928869,Nha Trang
Qp gia,hotel,12.2401663,109.1859746,Nha Trang
Dark reef,attraction,12.1674882,109.2098254,Nha Trang
Homestay Vườn Xoài Cam Ranh,hotel,12.0759869,109.1682871,Nha Trang
Vĩnh Hy,attraction,11.7197233,109.2038962,Nha Trang
Khu Tưởng Niệm Chiến Sĩ Gạc Ma,memorial,12.0853097,109.1919408,Nha Trang
Sunny Hotel,hotel,12.2274258,109.1987224,Nha Trang
Homestay Bình Ba,hotel,11.8341285,109.2363387,Nha Trang
Остров Орхидей,attraction,12.4072345,109.2430447,Nha Trang
Jen's homestay,guest_house,12.262899,109.1889431,Nha Trang
Nhà Nghỉ Vinh Hy,guest_house,11.7249174,109.1947234,Nha Trang
Long Thanh Art Gallery,gallery,12.2506272,109.1872613,Nha Trang
Nhà riêng,apartment,12.2549025,109.1585045,Nha Trang
Hang rái,attraction,11.6784212,109.1819807,Nha Trang
Amitabha Buddha statue,monument,12.2830689,109.1326949,Nha Trang
Hoan Hai,hotel,12.22832,109.1992605,Nha Trang
Praywish,hotel,12.1974466,109.2079877,Nha Trang
43 Phước Huệ,apartment,12.2841277,109.190429,Nha Trang
Hòn Chụt,peak,12.2044472,109.2087466,Nha Trang
Hòn Dung,peak,12.2983115,109.1808263,Nha Trang
Hòn Khô,peak,12.299502,109.1960735,Nha Trang
Cây dầu đôi Diên Khánh,tree,12.2569949,109.1082084,Nha Trang
Đài tưởng niệm liệt sĩ,monument,12.2595145,109.1000153,Nha Trang
New Day - Ngày Mới,hotel,12.2372402,109.1949042,Nha Trang
Thuỳ Dương,hotel,12.2372213,109.1947832,Nha Trang
Sao Biển,hotel,11.8563907,109.1697358,Nha Trang
Thanh Trà,guest_house,11.8527808,109.1688632,Nha Trang
Đảo Hoa Vàng,guest_house,11.8474968,109.1764568,Nha Trang
Light Hotel,hotel,12.5532613,109.2253854,Nha Trang
Nha Nghi Kieu Oanh,guest_house,11.7745069,108.792822,Nha Trang
Khách sạn Thái Bình,hotel,11.9181403,109.1542493,Nha Trang
New Sky Hotel,hotel,12.233776,109.1963631,Nha Trang
Hanana hotel,hotel,12.2657348,109.2005564,Nha Trang
Барселона,hotel,12.2364237,109.1939002,Nha Trang
Mong An,hotel,11.7253323,109.1933395,Nha Trang
ksan,apartment,12.2189084,109.1967631,Nha Trang
Bãi Cát Thấm,viewpoint,12.6995638,109.4101366,Nha Trang
Thai Binh Cam Ranh Hotel,hotel,11.917001,109.1469311,Nha Trang
Скутер,hotel,12.2428384,109.1870441,Nha Trang
Я живу,guest_house,12.2768167,109.1960333,Nha Trang
Nha Trang Sea Star,hostel,12.235114,109.1968169,Nha Trang
Bác Ái,guest_house,11.8422185,108.9034521,Nha Trang
nha anh duc,apartment,12.2409878,109.1794413,Nha Trang
nhà chị Yến,apartment,12.2192432,109.1939456,Nha Trang
mảnh đầu tư,apartment,12.1760953,109.184286,Nha Trang
Tuyet Mai Hotel,hotel,12.238164,109.1953589,Nha Trang
Trung Kiên,hotel,12.6931297,109.2245877,Nha Trang
Blue Sea Hotel 2,hotel,12.2792476,109.1960841,Nha Trang
Sandbank Islands you can walk between,attraction,12.7033661,109.2887828,Nha Trang
Vietnam Surf Camping,camp_site,11.6063421,109.1463395,Nha Trang
Khách sạn Havana,hotel,12.2433199,109.1960166,Nha Trang
Отель senkotel,hotel,12.2351768,109.1966723,Nha Trang
Vịnh Nha Trang,bay,12.2566743,109.2091671,Nha Trang
Crown Nguyen Nhoang hotel,hotel,12.199694,109.212336,Nha Trang
iHome Nha Trang,hostel,12.2349358,109.19336,Nha Trang
CF Bella,apartment,12.4884745,109.131887,Nha Trang
Hai Phat Hotel,hotel,11.9200931,109.1523861,Nha Trang
Nhà Ba Vân,apartment,12.0876513,109.1717214,Nha Trang
Nhà cho thuê,apartment,12.2570439,109.1637997,Nha Trang
EM OI HOTEL,hotel,12.2498666,109.1921046,Nha Trang
Ale Nha Trang,hotel,12.2377864,109.1941073,Nha Trang
Nhà chị,apartment,12.0303566,109.1271752,Nha Trang
Nhà Ngọc Quyền,apartment,12.0121758,109.0867165,Nha Trang
An Lam Retreats Ninh Van Bay,hotel,12.3902579,109.2508378,Nha Trang
diamond bay condotel,hotel,12.1666464,109.1963825,Nha Trang
Пляж Зоклет,beach,12.5509783,109.2304234,Nha Trang
Chị Hoa,apartment,11.837638,109.2381652,Nha Trang
Park of Marital Stones,attraction,12.2707818,109.205638,Nha Trang
Chau loan,hotel,12.2668749,109.1998866,Nha Trang
Hoa Lan,wilderness_hut,12.405242,109.2383754,Nha Trang
nha thờ cổ,artwork,11.9979279,109.209714,Nha Trang
Dolphin show,attraction,12.2188454,109.2394638,Nha Trang
An's House,guest_house,12.382287,109.1978956,Nha Trang
OPOX,hotel,12.235004,109.1964718,Nha Trang
Công viên Khu Dân Cư Đất Lành,,12.2207438,109.1511438,Nha Trang
Libra,hotel,12.2417038,109.1943329,Nha Trang
Mai Loc Photo Gallery,gallery,12.2344148,109.1946157,Nha Trang
Bondi Backpackers,hostel,12.2404158,109.1940797,Nha Trang
Saint-Hardy (Madonna Rock),attraction,12.1707287,109.313331,Nha Trang
Tram Trung 100 egg,hot_spring,12.214914,109.1925398,Nha Trang
Lavender,hotel,12.2268017,109.1994328,Nha Trang
Nhà BM Khoa,apartment,12.2521369,109.0598653,Nha Trang
Chauviet,apartment,12.2359895,109.1944375,Nha Trang
Snake and crocodile farm,attraction,12.2037204,109.1613319,Nha Trang
Lang nghe truong son,attraction,12.2139925,109.2000807,Nha Trang
Emerald bay & spa,hotel,12.2356921,109.1965024,Nha Trang
Дом,guest_house,12.2380312,109.1821638,Nha Trang
Tạp Hóa Nghĩa,cave_entrance,12.5357524,109.0196706,Nha Trang
Thái Lộc Mobile,cave_entrance,12.5357,109.0199282,Nha Trang
Nhà May Muội,cave_entrance,12.5357561,109.0197812,Nha Trang
Đồng Hồ Hóa,cave_entrance,12.5357999,109.0197761,Nha Trang
Gạo Ly,cave_entrance,12.5358474,109.0197672,Nha Trang
Tabana hostel,hostel,12.2495055,109.1870782,Nha Trang
Queen 7 Hotel,hotel,12.2315242,109.1972911,Nha Trang
Công ty cổ phần Đầm Thuỷ Triều,artwork,12.0588521,109.1859385,Nha Trang
KT1 Nam Hùng,artwork,12.0845787,109.1937407,Nha Trang
Sảnh 9T Nam Hung,artwork,12.0864537,109.192378,Nha Trang
Cậu Hảo,apartment,12.2559764,109.1925116,Nha Trang
The Big Tree,tree,12.1951091,109.2109701,Nha Trang
Waterfall view,viewpoint,12.2583398,108.7760063,Nha Trang
Thác Edu,information,12.2591327,108.7814364,Nha Trang
Núi Đá Mài,peak,11.7276664,109.0022975,Nha Trang
Núi Chư Tông,peak,12.4668117,108.7402188,Nha Trang
BIM & BO Apartments,apartment,12.2116701,109.1864032,Nha Trang
Núi Ông Ngài,peak,11.7323673,109.0300047,Nha Trang
Radisson Blu,hotel,12.0471285,109.2067388,Nha Trang
Chua Oc,attraction,11.9100982,109.1478954,Nha Trang
Nhà nghỉ Huyền Trân,motel,11.77831,108.7819105,Nha Trang
Khách sạn Thúy Hằng,hotel,11.773952,108.7923701,Nha Trang
V Hotel Nha Trang,hotel,12.2418093,109.1945546,Nha Trang
Baie de Van Phong,attraction,12.7995158,109.3509612,Nha Trang
Ksan l phuong,motel,11.991088,109.1913408,Nha Trang
Phi Kite School,hotel,11.608867,109.1464186,Nha Trang
아만다,hotel,12.0829412,109.1936766,Nha Trang
Bến Gôi,bay,12.6833473,109.2996162,Nha Trang
Hình chú10,apartment,11.6470707,108.9897318,Nha Trang
Amelie Apartments,hotel,12.297962,109.215365,Nha Trang
Gia Bao Apartments,hotel,12.2979463,109.2146653,Nha Trang
My do,hotel,12.2978642,109.2191138,Nha Trang
The Alley Hostel,hostel,12.2345367,109.1947697,Nha Trang
"JeepVN - джип туры, экскурсии в Нячанге",attraction,12.1972682,109.2066382,Nha Trang
NAM MÔ ĐA BẢO PHẬT,monument,12.3045687,109.2179009,Nha Trang
NAM MÔ ĐA BẢO PHẬT,monument,12.3045071,109.2178806,Nha Trang
Nhà Nghỉ Lâm Tùng,motel,12.1723289,109.1835143,Nha Trang
Hòn Bà,peak,12.1153777,108.9438924,Nha Trang
Núi Cù Hin,peak,12.1447399,109.1972217,Nha Trang
Đỉnh đèo Khánh Sơn,viewpoint,11.9722887,109.0058264,Nha Trang
Vịnh Vân Phong,bay,12.5972452,109.2726032,Nha Trang
Hòn Sạn,peak,12.271494,109.1884053,Nha Trang
RailWay,viewpoint,12.2454462,109.1878483,Nha Trang
Núi Man Han,peak,12.063983,108.9845928,Nha Trang
Núi Tà Lo,peak,12.0996057,108.9310956,Nha Trang
Núi Se Gai,peak,12.1863952,108.9866871,Nha Trang
Núi Chư Mư,peak,12.6947022,108.9430261,Nha Trang
Aaron Hotel in Nha Trang,hotel,12.2336788,109.1965629,Nha Trang
Tea Point 2,viewpoint,12.1938165,108.7232103,Nha Trang
Apollo,hotel,12.2353946,109.1963907,Nha Trang
Aquamarine Resort Hotel Cam Ranh - All Inclusive,hotel,12.1025605,109.1917408,Nha Trang
Asia Paradise Hotel,hotel,12.236231,109.1961344,Nha Trang
Núi Sa Ru,peak,11.6305561,108.7277915,Nha Trang
Núi Quýt,peak,11.6072282,109.0621912,Nha Trang
Núi Lãng Mi,peak,11.6342081,109.120911,Nha Trang
Hòn Dài,peak,11.650632,108.8866063,Nha Trang
Núi Ya Bô,peak,11.9099021,108.8845753,Nha Trang
Núi Mar Rai,peak,11.9638979,108.85167,Nha Trang
Núi Tha Nhonh,peak,12.0504533,108.7435555,Nha Trang
Núi Ao Hồ,peak,11.8917822,109.244045,Nha Trang
Hòn Gia Lữ,peak,12.3082321,109.052766,Nha Trang
Hòn Long,peak,12.3924224,109.0637362,Nha Trang
Hòn Trích Mía,peak,12.3694307,109.1416168,Nha Trang
Núi Tiên Du,peak,12.4895957,109.1972673,Nha Trang
Núi Bà Lớn,peak,12.6229176,109.3199944,Nha Trang
Hòn Chảo,peak,12.7053099,109.1600704,Nha Trang
Núi Vung,peak,12.6277231,109.0907085,Nha Trang
Hòn Sông Đang,peak,12.4657248,108.9345261,Nha Trang
Hòn Giu,peak,12.3322563,108.8475448,Nha Trang
Núi Chư Bon Gior,peak,12.3840234,108.780334,Nha Trang
H2B Homestay,motel,12.1194786,109.1885046,Nha Trang
Núi Chư San,peak,12.5773764,108.7360293,Nha Trang
Núi Chư Króa,peak,12.7047552,108.8161897,Nha Trang
Núi Prông,peak,11.6992178,108.7011874,Nha Trang
Homestay An Trà,guest_house,12.26082,109.1851362,Nha Trang
Đầm Nha Phu,bay,12.4182041,109.199513,Nha Trang
Hòn Rớ,peak,12.1925038,109.1844785,Nha Trang
Hòn Thẻ,peak,12.087426,109.1318375,Nha Trang
Hòn Nghê,peak,12.2813543,109.1743076,Nha Trang
Hòn Thơm,peak,12.280458,109.1641366,Nha Trang
Mũi Du,cape,12.5741828,109.2448012,Nha Trang
Hòn Khói,peak,12.5840963,109.2258409,Nha Trang
Núi Cam Linh,peak,11.8732988,109.2664629,Nha Trang
Hòn Chín Khúc,peak,12.2274017,109.1298902,Nha Trang
Hòn Ngang,peak,12.3097835,109.2164934,Nha Trang
Hòn Ngang,peak,12.2743723,109.0702271,Nha Trang
Hòn Hèo,peak,12.4040851,109.2755556,Nha Trang
Núi Dốc Sạn,peak,11.9036978,109.1100955,Nha Trang
Hòn Giao,peak,12.2125839,108.7184169,Nha Trang
Hòn Giao Bắc,peak,12.2179803,108.7222856,Nha Trang
Núi Đất,peak,11.6494413,108.9380486,Nha Trang
Hòn Dồ,peak,11.7232963,108.8407052,Nha Trang
Núi Cà Đú,peak,11.6184019,109.008013,Nha Trang
Sea Soul Hotel,hotel,12.2311867,109.1956177,Nha Trang
Làng nghề Trường Sơn,attraction,12.2135708,109.2005336,Nha Trang
Long Phụng Apartment,apartment,12.245459,109.1895122,Nha Trang
Ocean View,apartment,12.2017691,109.2098573,Nha Trang
Ccasa Hostel,hostel,12.2789468,109.2007796,Nha Trang
Nhà khách 01,chalet,11.9206676,109.1473273,Nha Trang
Oliver,hotel,12.2286049,109.1991347,Nha Trang
Best Western Premier Marvela,hotel,12.2249277,109.2009684,Nha Trang
Juno,hotel,12.2256436,109.2006275,Nha Trang
Masova,hotel,12.2257228,109.2005918,Nha Trang
Manchester,hotel,12.2277814,109.1996261,Nha Trang
Rembrandt,hotel,12.2336775,109.1969842,Nha Trang
Sea Pearl,hotel,12.2270821,109.1999335,Nha Trang
Oriental Nha,hotel,12.228351,109.1992415,Nha Trang
Lammy,hotel,12.2284857,109.199177,Nha Trang
Blue Pearl,hotel,12.2293154,109.1987329,Nha Trang
Hyatt Regency,hotel,12.2409933,109.1956295,Nha Trang
Vinpearl Beachfront,hotel,12.2333583,109.1972488,Nha Trang
Maris,hotel,12.2331756,109.1962606,Nha Trang
Alana,hotel,12.2333071,109.1967438,Nha Trang
Poseidon,hotel,12.2332979,109.195168,Nha Trang
Green Beach,hotel,12.2329987,109.1957493,Nha Trang
Edele,hotel,12.2360664,109.1942221,Nha Trang
Florida,hotel,12.2496031,109.1903318,Nha Trang
Merpearl Beach,hotel,12.2298197,109.1985547,Nha Trang
Virgio,hotel,12.2382341,109.1930075,Nha Trang
Luu Gia Hotel,hotel,12.2481016,109.1928069,Nha Trang
Elite Hotel Nha Trang,hotel,12.2800236,109.2000706,Nha Trang
Marilyn Nha Trang Hotel,hotel,12.2852181,109.2032003,Nha Trang
Arise Seaside Hotel,hotel,12.2778014,109.2016616,Nha Trang
Amber Hotel,hotel,12.2352961,109.1935567,Nha Trang
New Sun Hotel,hotel,12.2420433,109.194554,Nha Trang
Ba Ho Waterfall,attraction,12.3572451,109.1409871,Nha Trang
Dumb,viewpoint,11.8653246,108.7753139,Nha Trang
Dumb,viewpoint,11.867932,108.7739451,Nha Trang
Napoleon Castle,apartment,12.2696543,109.2015959,Nha Trang
Trại Sim,attraction,12.3291587,109.1236122,Nha Trang
